  0.979354E-05  0.147385E+08  0.147385E+08  0.196436E+08  0.196436E+08  0.147398E+08  0.147385E+08
  0.980334E-05  0.147385E+08  0.147385E+08  0.196436E+08  0.196436E+08  0.147398E+08  0.147385E+08
  0.981315E-05  0.147385E+08  0.147385E+08  0.196436E+08  0.196436E+08  0.147398E+08  0.147385E+08
  0.982296E-05  0.147385E+08  0.147385E+08  0.196436E+08  0.196436E+08  0.147398E+08  0.147385E+08
  0.983279E-05  0.147385E+08  0.147385E+08  0.196436E+08  0.196436E+08  0.147398E+08  0.147385E+08
  0.984263E-05  0.147385E+08  0.147385E+08  0.196436E+08  0.196436E+08  0.147398E+08  0.147385E+08
  0.985248E-05  0.147385E+08  0.147385E+08  0.196436E+08  0.196435E+08  0.147398E+08  0.147385E+08
  0.986233E-05  0.147385E+08  0.147385E+08  0.196435E+08  0.196435E+08  0.147398E+08  0.147385E+08
  0.987220E-05  0.147385E+08  0.147385E+08  0.196435E+08  0.196435E+08  0.147398E+08  0.147385E+08
  0.988208E-05  0.147385E+08  0.147385E+08  0.196435E+08  0.196435E+08  0.147398E+08  0.147385E+08
  0.989197E-05  0.147385E+08  0.147385E+08  0.196435E+08  0.196435E+08  0.147398E+08  0.147385E+08
  0.990186E-05  0.147385E+08  0.147385E+08  0.196435E+08  0.196435E+08  0.147398E+08  0.147385E+08
  0.991177E-05  0.147385E+08  0.147385E+08  0.196435E+08  0.196434E+08  0.147398E+08  0.147385E+08
  0.992169E-05  0.147385E+08  0.147385E+08  0.196434E+08  0.196434E+08  0.147398E+08  0.147385E+08
  0.993161E-05  0.147385E+08  0.147385E+08  0.196434E+08  0.196434E+08  0.147398E+08  0.147385E+08
  0.994155E-05  0.147385E+08  0.147385E+08  0.196434E+08  0.196434E+08  0.147398E+08  0.147385E+08
  0.995150E-05  0.147385E+08  0.147385E+08  0.196434E+08  0.196434E+08  0.147398E+08  0.147385E+08
  0.996145E-05  0.147385E+08  0.147385E+08  0.196434E+08  0.196434E+08  0.147398E+08  0.147385E+08
  0.997142E-05  0.147385E+08  0.147385E+08  0.196434E+08  0.196433E+08  0.147398E+08  0.147385E+08
  0.998140E-05  0.147385E+08  0.147385E+08  0.196433E+08  0.196433E+08  0.147398E+08  0.147385E+08
  0.999138E-05  0.147385E+08  0.147385E+08  0.196433E+08  0.196433E+08  0.147398E+08  0.147385E+08
  0.100014E-04  0.147385E+08  0.147385E+08  0.196433E+08  0.196433E+08  0.147398E+08  0.147385E+08
  0.100114E-04  0.147385E+08  0.147385E+08  0.196433E+08  0.196433E+08  0.147398E+08  0.147385E+08
  0.100214E-04  0.147385E+08  0.147385E+08  0.196433E+08  0.196433E+08  0.147398E+08  0.147385E+08
  0.100314E-04  0.147385E+08  0.147385E+08  0.196433E+08  0.196432E+08  0.147398E+08  0.147385E+08
  0.100415E-04  0.147385E+08  0.147385E+08  0.196432E+08  0.196432E+08  0.147398E+08  0.147385E+08
  0.100515E-04  0.147385E+08  0.147385E+08  0.196432E+08  0.196432E+08  0.147398E+08  0.147385E+08
  0.100616E-04  0.147385E+08  0.147385E+08  0.196432E+08  0.196432E+08  0.147398E+08  0.147385E+08
  0.100716E-04  0.147385E+08  0.147385E+08  0.196432E+08  0.196432E+08  0.147398E+08  0.147385E+08
  0.100817E-04  0.147385E+08  0.147385E+08  0.196432E+08  0.196432E+08  0.147398E+08  0.147385E+08
  0.100918E-04  0.147385E+08  0.147385E+08  0.196432E+08  0.196432E+08  0.147398E+08  0.147385E+08
  0.101019E-04  0.147385E+08  0.147385E+08  0.196432E+08  0.196431E+08  0.147398E+08  0.147385E+08
  0.101120E-04  0.147385E+08  0.147385E+08  0.196431E+08  0.196431E+08  0.147398E+08  0.147385E+08
  0.101221E-04  0.147385E+08  0.147385E+08  0.196431E+08  0.196431E+08  0.147398E+08  0.147385E+08
  0.101322E-04  0.147385E+08  0.147385E+08  0.196431E+08  0.196431E+08  0.147398E+08  0.147385E+08
  0.101424E-04  0.147385E+08  0.147385E+08  0.196431E+08  0.196431E+08  0.147398E+08  0.147385E+08
  0.101525E-04  0.147385E+08  0.147385E+08  0.196431E+08  0.196431E+08  0.147398E+08  0.147385E+08
  0.101627E-04  0.147385E+08  0.147385E+08  0.196431E+08  0.196430E+08  0.147398E+08  0.147385E+08
  0.101729E-04  0.147385E+08  0.147385E+08  0.196430E+08  0.196430E+08  0.147398E+08  0.147385E+08
  0.101830E-04  0.147385E+08  0.147385E+08  0.196430E+08  0.196430E+08  0.147398E+08  0.147385E+08
  0.101932E-04  0.147385E+08  0.147385E+08  0.196430E+08  0.196430E+08  0.147398E+08  0.147385E+08
  0.102034E-04  0.147385E+08  0.147385E+08  0.196430E+08  0.196430E+08  0.147398E+08  0.147385E+08
  0.102136E-04  0.147385E+08  0.147385E+08  0.196430E+08  0.196430E+08  0.147398E+08  0.147385E+08
  0.102238E-04  0.147385E+08  0.147385E+08  0.196430E+08  0.196429E+08  0.147398E+08  0.147385E+08
  0.102341E-04  0.147385E+08  0.147385E+08  0.196429E+08  0.196429E+08  0.147398E+08  0.147385E+08
  0.102443E-04  0.147385E+08  0.147385E+08  0.196429E+08  0.196429E+08  0.147398E+08  0.147385E+08
  0.102546E-04  0.147385E+08  0.147385E+08  0.196429E+08  0.196429E+08  0.147398E+08  0.147385E+08
  0.102648E-04  0.147385E+08  0.147385E+08  0.196429E+08  0.196429E+08  0.147398E+08  0.147385E+08
  0.102751E-04  0.147385E+08  0.147385E+08  0.196429E+08  0.196429E+08  0.147398E+08  0.147385E+08
  0.102854E-04  0.147385E+08  0.147385E+08  0.196429E+08  0.196428E+08  0.147398E+08  0.147385E+08
  0.102957E-04  0.147385E+08  0.147385E+08  0.196428E+08  0.196428E+08  0.147398E+08  0.147385E+08
  0.103060E-04  0.147385E+08  0.147385E+08  0.196428E+08  0.196428E+08  0.147398E+08  0.147385E+08
  0.103163E-04  0.147385E+08  0.147385E+08  0.196428E+08  0.196428E+08  0.147398E+08  0.147385E+08
  0.103266E-04  0.147385E+08  0.147385E+08  0.196428E+08  0.196428E+08  0.147398E+08  0.147385E+08
  0.103369E-04  0.147385E+08  0.147385E+08  0.196428E+08  0.196428E+08  0.147398E+08  0.147385E+08
  0.103473E-04  0.147385E+08  0.147385E+08  0.196428E+08  0.196427E+08  0.147398E+08  0.147385E+08
  0.103576E-04  0.147385E+08  0.147385E+08  0.196427E+08  0.196427E+08  0.147398E+08  0.147385E+08
  0.103680E-04  0.147385E+08  0.147385E+08  0.196427E+08  0.196427E+08  0.147398E+08  0.147385E+08
  0.103784E-04  0.147385E+08  0.147385E+08  0.196427E+08  0.196427E+08  0.147398E+08  0.147385E+08
  0.103887E-04  0.147385E+08  0.147385E+08  0.196427E+08  0.196427E+08  0.147398E+08  0.147385E+08
  0.103991E-04  0.147385E+08  0.147385E+08  0.196427E+08  0.196426E+08  0.147398E+08  0.147385E+08
  0.104095E-04  0.147385E+08  0.147385E+08  0.196426E+08  0.196426E+08  0.147398E+08  0.147385E+08
  0.104200E-04  0.147385E+08  0.147385E+08  0.196426E+08  0.196426E+08  0.147398E+08  0.147385E+08
  0.104304E-04  0.147385E+08  0.147385E+08  0.196426E+08  0.196426E+08  0.147398E+08  0.147385E+08
  0.104408E-04  0.147385E+08  0.147385E+08  0.196426E+08  0.196426E+08  0.147398E+08  0.147385E+08
  0.104513E-04  0.147385E+08  0.147385E+08  0.196426E+08  0.196426E+08  0.147398E+08  0.147385E+08
