#cosmological_parameters: opening parameter file: params_redTime.dat
###main: eta_fin = 5.30330490806, sigmaV2(z=0) = 37.9210668076
### main: output at eta=3.51154543883, a=0.166666666667, z=5, H=0.00262428872586, sigma_v^2=1.49867805918
               0.001       0.19879886536      0.998962752187       254.596438721      0.987187120251     0.0105721430812       244.078775774        254.63894918       254.381021056        254.12335496  -2.73853245932e-06  -6.16031010981e-06   -3.4196795931e-06    -0.0022285977083   2.40137974801e-06  -9.46172766184e-09   9.78290443408e-11
    0.00105589819443      0.198803047446      0.998943811609       267.261241597       0.98569568526     0.0118370548453       254.982998544       267.273687627       266.993752173        266.71411087  -5.24675120977e-06  -1.13417574089e-05  -6.09233572508e-06   -0.00248430905181   2.98024605211e-06  -1.08936178354e-08   1.51970844681e-10
    0.00111492099701      0.198809471258       0.99891471227       280.517699162      0.984048239562     0.0132132231194        266.20080887        280.51109934       280.206636164       279.902504632  -9.12051536333e-06  -1.92937993983e-05  -1.01698633908e-05   -0.00276930977076   3.69942196837e-06  -1.17031290678e-08   2.27516748938e-10
    0.00117724306768      0.198818271473      0.998874842342       294.380490171      0.982212703854     0.0147586613549       277.701171018       294.368283924       294.036386962       293.704865681  -1.48911726599e-05  -3.10884221448e-05  -1.61928398582e-05   -0.00308694226865   4.59298295242e-06  -1.16131430743e-08   3.48934686113e-10
    0.00124304882957      0.198828643477      0.998827839219       308.862331115      0.980179917173     0.0164757068689       289.447979884       308.850787613       308.488167673       308.125975308  -2.32490704142e-05  -4.81178470791e-05  -2.48630695645e-05   -0.00344092736696   5.70315363963e-06  -1.03234135312e-08    5.2745583673e-10
    0.00131253301474      0.198840414986      0.998774479634       323.976458667      0.977947027584     0.0183810248737       301.418426696       323.970382402       323.573451673       323.177009532  -3.51131012967e-05  -7.22339631566e-05  -3.71134546568e-05   -0.00383540643339   7.08232164382e-06  -7.46372966325e-09   8.03259834458e-10
    0.00138590124039      0.198853130579      0.998716827242       339.729408666      0.975494581885     0.0204803827469       313.566759561       339.727601037       339.292345082       338.857649584  -5.16785849971e-05  -0.000105844819125  -5.41566045489e-05    -0.0042749880125   8.79547780196e-06  -2.52984474897e-09   1.22325136635e-09
    0.00146337061739      0.198866623843      0.998655631271       356.133698623       0.97281143784     0.0227860357866       325.846875179       356.131655298       355.653583774         355.1761575  -7.44961732463e-05  -0.000152073136671  -7.75644325273e-05   -0.00476479941957   1.09232466755e-05   5.18693211651e-09   1.86284832169e-09
    0.00154517039269      0.198881351166       0.99858881042       373.196277421      0.969876523745     0.0253285938718       338.203901132        373.19414707       372.668219961       372.143038344  -0.000105532331305  -0.000214877996264  -0.000109329327639   -0.00531054375754   1.35655801596e-05   1.66346030334e-08   2.83069274309e-09
    0.00163154262774      0.198897388512      0.998516013256       390.929859168      0.966673690551     0.0281179440486       350.579997201       390.927813877       390.348404362       389.769858973  -0.000147264336468  -0.000299246210308   -0.00015196053635   -0.00591856287873   1.68463197276e-05    3.3059265774e-08   4.30368425815e-09
    0.00172274291477      0.198914840079      0.998436749513       409.343404372        0.9631819647     0.0311867542148       362.912835908       409.341557131       408.702409972       408.064267422  -0.000202771417525   -0.00041137594411  -0.000208576620491    -0.0065959068196   2.09187707543e-05   5.61067192689e-08   6.53140939758e-09
    0.00181904113318      0.198933790111      0.998350628377       428.436678438      0.959389418136     0.0345617189128       375.128752058       428.435019482       427.729209648       427.024570809  -0.000275877328672  -0.000558963404413  -0.000283049522791   -0.00735041028796   2.59725899523e-05   8.79290488757e-08   9.90719844104e-09
    0.00192072224812      0.198954245132      0.998257643767       448.215763703      0.955274725604     0.0382610422019       387.155614983       448.214158674       447.434050078       446.655309445  -0.000371308575798   -0.00075152172763  -0.000380165222366   -0.00819077678796   3.22422880051e-05   1.31447453925e-07   1.50092608959e-08
     0.0020280871538      0.198976257173      0.998157565561       468.684730103      0.950829553767     0.0422906613897       398.918390987       468.682984286       467.820214725       466.959046009  -0.000494903394673   -0.00100080123589  -0.000505834934474   -0.00912667099963   4.00177255872e-05    1.9072522362e-07   2.27149601988e-08
    0.00214145356385      0.198999939682      0.998049828107       489.844597442      0.946045782958     0.0466801897736       410.342721913        489.84306161       488.888477772        487.93576981  -0.000653827010255   -0.00132122298029  -0.000667313348995    -0.0101688200329   4.96570079486e-05   2.71524815537e-07   3.43321741494e-08
    0.00226115695154      0.199025382841      0.997933995264       511.693096155      0.940913261661     0.0514341811191       421.348048387       511.692800138       510.636505319       509.582410358  -0.000856815551275   -0.00173037114911  -0.000873447019619    -0.0113291241859     6.160227187e-05   3.82032480128e-07   5.18167838192e-08
    0.00238755154246       0.19905245591      0.997810844154       534.219152352      0.935428020316     0.0566077602107       431.855590665        534.21914993       533.050484864       531.884400292   -0.00111446257906     -0.002249571178   -0.00113496590835    -0.0126207778198   7.63989754322e-05   5.33886131366e-07   7.80685502977e-08
     0.0025210113628      0.199081147703      0.997680497214       557.423237617      0.929598947369     0.0621664725661       441.801527012         557.4224275       556.130061128       554.840720613   -0.00143951076822   -0.00290447991503   -0.00146478165819    -0.0140584009302   9.47195794623e-05   7.43680363336e-07   1.17395237254e-07
    0.00266193134613      0.199111503749      0.997542698312        581.28722606      0.923430313716     0.0681200631346       451.113068504       581.285962949       579.857868599       578.433319264   -0.00184720887079   -0.00372580670927   -0.00187835161785    -0.0156581819351   0.000117392441216    1.0351208228e-06    1.7614097671e-07
